,user_rating,review_text,sentiment,review_text_cleaned,tokens,freqdist
4533,5,"After cooperation in settlement, issuance of electronic building identity and energy performance certificate for drawing up a purchase and sale contract, the services provided were excellent, with prompt response, scientific competence and completeness.",positive,settlement issuance electronic building identity energy performance certificate drawing purchase sale contract provided excellent prompt response scientific competence completeness,"['settlement', 'issuance', 'electronic', 'building', 'identity', 'energy', 'performance', 'certificate', 'drawing', 'purchase', 'sale', 'contract', 'provided', 'excellent', 'prompt', 'response', 'scientific', 'competence', 'completeness']",<FreqDist with 19 samples and 19 outcomes>
4534,1,"Το ίδιο μου έκανε και εμένα όσον αφορά τα χρήματα, ""και καλά μόλις πληρωθώ θα στα επιστρέψω"". Εγώ απ ότι καταλαβαίνω ήμουν από τους τυχερούς που δεν του έδωσα να κάνει την ανακαίνιση και του έδωσα μονο τα χαρτιά όσον αφορά το πρόγραμμα Εξοικονομώ.",negative,,[],<FreqDist with 0 samples and 0 outcomes>
4549,5,"Stayed for 2 nights at this hotel May 2024. My group had 6 bookings at the same time in 4 different types of rooms. The Deluxe Room was quite small, however the Junior Suite and the Two Bedroom Suites (Grand and Regular) were quite spacious! Air conditioning worked great, comfy beds, great walk-in shower.

It's a very small hotel with a very small elevator. Located literally just steps from the entrance to the Acropolis and Acropolis museum. Many restaurants within walking distance.

We cannot praise Anna, the hotel manager, enough for how helpful she was to our group. From helping locate lost luggages at the airport, to organizing multiple transports to/from hotels and cruise ports, she was such a huge asset to the enjoyment of our trip. Communication was very easy through WhatsApp prior to and during our stay. We hope to visit Athens again and will be thrilled to stay at this wonderful hotel again!",positive,stayed night hotel may group time different deluxe room quite small however junior suite two bedroom grand regular quite spacious air worked great comfy great shower small hotel small elevator literally entrance acropolis acropolis museum many within walking distance not praise anna hotel manager enough helpful group helping locate lost airport multiple cruise huge asset enjoyment trip communication easy prior stay hope visit stay wonderful hotel,"['stayed', 'night', 'hotel', 'may', 'group', 'time', 'different', 'deluxe', 'room', 'quite', 'small', 'however', 'junior', 'suite', 'two', 'bedroom', 'grand', 'regular', 'quite', 'spacious', 'air', 'worked', 'great', 'comfy', 'great', 'shower', 'small', 'hotel', 'small', 'elevator', 'literally', 'entrance', 'acropolis', 'acropolis', 'museum', 'many', 'within', 'walking', 'distance', 'not', 'praise', 'anna', 'hotel', 'manager', 'enough', 'helpful', 'group', 'helping', 'locate', 'lost', 'airport', 'multiple', 'cruise', 'huge', 'asset', 'enjoyment', 'trip', 'communication', 'easy', 'prior', 'stay', 'hope', 'visit', 'stay', 'wonderful', 'hotel']",<FreqDist with 56 samples and 66 outcomes>
4551,2,"Anthology of Athens has potential. The location is good, some rooms are lovely and the support staff  (especially the ladies at reception, the servers and the head housekeeper) are charming and eager to please. But, and this is not a rant but a plea for improvement. No one seems in charge. We encountered a different manager each day. The result is confusion and a bit of chaos. We were assigned an unsuitable room, (never stay in #102). We requested a change. First we were told none would be available at all during our stay ( our friends on same room type reservation who checked in with us received a larger room on a higher floor), then we were told maybe the last night, then finally we were moved on the second night. The room, while delightful leads to the second  set of concerns, design  and function.  The vanity in the smaller room had no towel rack.  You had a choice to place your toiletries  on the vanity or the towels. Not both. The L shaped  knobs on the shower are flush with the glass. You cannot open the door from inside if you have wet hands. The first floor does not offer the view of the temple  that inspired you to book the room in the first place. Do not open the window or the exhaust from the street will overwhelm. The new room, was lovely, but the sliding closet doors cannot slide if something thick (think bathroom) is hanging inside.  The breakfast room is on the top floor; the kitchen in the basement. Pity you if your order is missing an item, the server has to return to the basement for it. Fast though she may be, your eggs will be eaten or cold by the time the missing item arrives.  In sum, this could be a lovely place if management can organize and if the designers actually stay in the rooms they designed and corrects the many silly flaws. For the sake of all employed  at Anthology, I hope they do.",negative,anthology potential location good lovely support staff especially lady reception head housekeeper charming eager please not rant plea improvement one charge different manager day result confusion bit chaos assigned unsuitable room never stay change first told none would available stay room type reservation checked u received room higher floor told maybe last night finally second night room delightful second set design function vanity smaller room towel rack choice place vanity not l shaped shower flush glass not open door inside wet first floor not offer view temple inspired book room first place not open window exhaust street overwhelm new room lovely sliding closet not slide something thick think bathroom hanging inside breakfast room top floor kitchen basement pity order missing item server return basement fast though may eaten cold time missing item sum could lovely place management organize actually stay designed many silly sake employed anthology hope,"['anthology', 'potential', 'location', 'good', 'lovely', 'support', 'staff', 'especially', 'lady', 'reception', 'head', 'housekeeper', 'charming', 'eager', 'please', 'not', 'rant', 'plea', 'improvement', 'one', 'charge', 'different', 'manager', 'day', 'result', 'confusion', 'bit', 'chaos', 'assigned', 'unsuitable', 'room', 'never', 'stay', 'change', 'first', 'told', 'none', 'would', 'available', 'stay', 'room', 'type', 'reservation', 'checked', 'u', 'received', 'room', 'higher', 'floor', 'told', 'maybe', 'last', 'night', 'finally', 'second', 'night', 'room', 'delightful', 'second', 'set', 'design', 'function', 'vanity', 'smaller', 'room', 'towel', 'rack', 'choice', 'place', 'vanity', 'not', 'l', 'shaped', 'shower', 'flush', 'glass', 'not', 'open', 'door', 'inside', 'wet', 'first', 'floor', 'not', 'offer', 'view', 'temple', 'inspired', 'book', 'room', 'first', 'place', 'not', 'open', 'window', 'exhaust', 'street', 'overwhelm', 'new', 'room', 'lovely', 'sliding', 'closet', 'not', 'slide', 'something', 'thick', 'think', 'bathroom', 'hanging', 'inside', 'breakfast', 'room', 'top', 'floor', 'kitchen', 'basement', 'pity', 'order', 'missing', 'item', 'server', 'return', 'basement', 'fast', 'though', 'may', 'eaten', 'cold', 'time', 'missing', 'item', 'sum', 'could', 'lovely', 'place', 'management', 'organize', 'actually', 'stay', 'designed', 'many', 'silly', 'sake', 'employed', 'anthology', 'hope']",<FreqDist with 115 samples and 147 outcomes>
4564,5,Nice view and very close to historical sites,positive,nice view close historical,"['nice', 'view', 'close', 'historical']",<FreqDist with 4 samples and 4 outcomes>
4568,5,"Niche Hotel has been such a beautiful surprise! We stopped in Athens at the beginning of our trip to the islands. This hotel is simply perfect, the location, the cleanness but most of all the kindness, and professionalism of the people working there.
A special thanks 😊 goes to Nicholas and George that have been far and beyond. Their advices have really made the difference in our stay that was just supposed to be a plain stop before the real vacation. We strongly recommend this hotel and its human beings if you have to pass by Athens.",positive,niche hotel beautiful surprise stopped beginning trip hotel simply perfect location cleanness kindness professionalism people working special thanks go far beyond really made difference stay supposed plain stop real vacation strongly recommend hotel human pas,"['niche', 'hotel', 'beautiful', 'surprise', 'stopped', 'beginning', 'trip', 'hotel', 'simply', 'perfect', 'location', 'cleanness', 'kindness', 'professionalism', 'people', 'working', 'special', 'thanks', 'go', 'far', 'beyond', 'really', 'made', 'difference', 'stay', 'supposed', 'plain', 'stop', 'real', 'vacation', 'strongly', 'recommend', 'hotel', 'human', 'pas']",<FreqDist with 33 samples and 35 outcomes>
4576,5,"Super convenient location. Walking distance to the Parthenon and the museum. Half a block to tons of shopping and dining options.  1 block to the metro is a huge plus, too.

The hotel is well staffed with very helpful employees who truly want you to have a great experience.

The rooms are clean and well kept if slightly dated. GREAT water pressure and almost instant hot water!

The breakfast was good with lots of options to choose from. Cereal, pastries, bread, meats and cheeses, and of course fruit. With coffee, tea,orange juice,sour cherry, and milk to drink.

We would absolutely stay here again.",positive,super convenient location walking distance museum half block shopping dining block huge plus hotel well staffed helpful truly want great experience clean well kept slightly great water pressure almost instant hot water breakfast good lot choose cereal bread course fruit coffee tea orange juice sour cherry milk drink would absolutely stay,"['super', 'convenient', 'location', 'walking', 'distance', 'museum', 'half', 'block', 'shopping', 'dining', 'block', 'huge', 'plus', 'hotel', 'well', 'staffed', 'helpful', 'truly', 'want', 'great', 'experience', 'clean', 'well', 'kept', 'slightly', 'great', 'water', 'pressure', 'almost', 'instant', 'hot', 'water', 'breakfast', 'good', 'lot', 'choose', 'cereal', 'bread', 'course', 'fruit', 'coffee', 'tea', 'orange', 'juice', 'sour', 'cherry', 'milk', 'drink', 'would', 'absolutely', 'stay']",<FreqDist with 47 samples and 51 outcomes>
4583,5,"Great overall location - close to a train stop, close to acropolis and other attractions. Room was clean, bed was comfy, A/C was great. Room was a bit small but manageable!",positive,great overall location close train stop close acropolis room clean bed comfy great room bit small manageable,"['great', 'overall', 'location', 'close', 'train', 'stop', 'close', 'acropolis', 'room', 'clean', 'bed', 'comfy', 'great', 'room', 'bit', 'small', 'manageable']",<FreqDist with 14 samples and 17 outcomes>
4590,5,"Large, modern apartment equipped with all comforts. All operations are carried out in self check-in. The only not too positive note is the external noise of the splendid terrace: barely perceptible inside, but a bit of confusion outside; however absolutely normal being a stone's throw from the Plaka.
Excellent structure.",positive,large modern apartment carried self not positive note external noise splendid terrace barely perceptible inside bit confusion outside however absolutely normal stone throw excellent structure,"['large', 'modern', 'apartment', 'carried', 'self', 'not', 'positive', 'note', 'external', 'noise', 'splendid', 'terrace', 'barely', 'perceptible', 'inside', 'bit', 'confusion', 'outside', 'however', 'absolutely', 'normal', 'stone', 'throw', 'excellent', 'structure']",<FreqDist with 25 samples and 25 outcomes>
4593,5,Good 👍,positive,good,['good'],<FreqDist with 1 samples and 1 outcomes>
4595,5,Stayed for 4 nights.  They accommodated an early check-in.  Our room was on 5th floor with a view of the Acropolis and large balcony.  Everyday started with breakfast with a large assortment to choose from and included any type of coffee made to order.  Everyone was very friendly and accommodating.  Once you leave the metro is literally 50ft away.  The Acropolis and museum are an easy 5min walk to the entrance.  Every food and drink imaginable is within a few blocks of the front door.  It doesn't get any better than this.  Thank you for allowing us to stay.,positive,stayed night early room floor view acropolis large balcony everyday breakfast large assortment choose included type coffee made order everyone friendly accommodating leave literally away acropolis museum easy walk entrance every food drink imaginable within front door get better thank u stay,"['stayed', 'night', 'early', 'room', 'floor', 'view', 'acropolis', 'large', 'balcony', 'everyday', 'breakfast', 'large', 'assortment', 'choose', 'included', 'type', 'coffee', 'made', 'order', 'everyone', 'friendly', 'accommodating', 'leave', 'literally', 'away', 'acropolis', 'museum', 'easy', 'walk', 'entrance', 'every', 'food', 'drink', 'imaginable', 'within', 'front', 'door', 'get', 'better', 'thank', 'u', 'stay']",<FreqDist with 40 samples and 42 outcomes>
4611,5,"We just spent 2 nights here, and it was incredible. The room is quiet and so comfortable and nice. The staff was super kind and helpful. The breakfast is fantastic. We had dinner one night at their rooftop restaurant - the food is great, and it provides uninterrupted views of the Acropolis lit up at night. The entire stay was magical, and we would 10/10 stay here again.",positive,spent night incredible room quiet comfortable nice staff super kind helpful breakfast fantastic dinner one night restaurant food great uninterrupted acropolis lit night entire stay magical would stay,"['spent', 'night', 'incredible', 'room', 'quiet', 'comfortable', 'nice', 'staff', 'super', 'kind', 'helpful', 'breakfast', 'fantastic', 'dinner', 'one', 'night', 'restaurant', 'food', 'great', 'uninterrupted', 'acropolis', 'lit', 'night', 'entire', 'stay', 'magical', 'would', 'stay']",<FreqDist with 25 samples and 28 outcomes>
4613,2,"If you’re looking for a quiet, restful night, avoid this hotel at all costs. After a long day, I was hoping to get some sleep, but I was informed that the bright LED lights on the balcony, which illuminate the building, cannot be turned off. The lights are glaring, and the room stayed brightly lit all night. When I raised this issue with the staff, they suggested using the three layers of curtains in the room as a solution, which shows that management is aware of the problem but clearly uninterested in the well-being of their guests. While the staff really tried to work through the problem and even offered me a bottle of sparkling wine for the inconvenience, it just demonstrated the tone-deafness of the organization. If you value your sleep and want a peaceful hotel experience, this is NOT the place for you.",negative,looking quiet restful night avoid hotel long day get sleep informed bright led balcony illuminate building not turned glaring room stayed brightly lit night raised issue staff three room solution management aware problem clearly uninterested staff really tried work problem even bottle sparkling wine inconvenience organization value sleep want peaceful hotel experience not place,"['looking', 'quiet', 'restful', 'night', 'avoid', 'hotel', 'long', 'day', 'get', 'sleep', 'informed', 'bright', 'led', 'balcony', 'illuminate', 'building', 'not', 'turned', 'glaring', 'room', 'stayed', 'brightly', 'lit', 'night', 'raised', 'issue', 'staff', 'three', 'room', 'solution', 'management', 'aware', 'problem', 'clearly', 'uninterested', 'staff', 'really', 'tried', 'work', 'problem', 'even', 'bottle', 'sparkling', 'wine', 'inconvenience', 'organization', 'value', 'sleep', 'want', 'peaceful', 'hotel', 'experience', 'not', 'place']",<FreqDist with 47 samples and 54 outcomes>
4615,5,"A truly nice place for a short stay in Athens. The Mini-apartment has a small kitchen and a separate sleeping room,  and a sofa in front of the television. Everytthing is super clean, modern and nice aestethically, and you are only 5 minutes walking distance from the Acropolis. I did not give 5/5 to the room only for the fact that it is on a noisy street, but with the windows closed, which are of very good quality, it is quite enough. The instructions you get by email from the owners are extremely clear and professional and the apartment access experience is flawless.",positive,truly nice place short stay small kitchen separate sleeping room sofa front television super clean modern nice walking distance acropolis not give room fact noisy street closed good quality quite enough get extremely clear professional apartment access experience flawless,"['truly', 'nice', 'place', 'short', 'stay', 'small', 'kitchen', 'separate', 'sleeping', 'room', 'sofa', 'front', 'television', 'super', 'clean', 'modern', 'nice', 'walking', 'distance', 'acropolis', 'not', 'give', 'room', 'fact', 'noisy', 'street', 'closed', 'good', 'quality', 'quite', 'enough', 'get', 'extremely', 'clear', 'professional', 'apartment', 'access', 'experience', 'flawless']",<FreqDist with 37 samples and 39 outcomes>
4617,1,"The place we stayed was not as described, dangerous, and had roaches.  Main bedroom has no walls and door. AC did not work. Unlockable outside door, insecure main door.  Curtains broken so people could see inside.  It was clean and modern, but has roaches.

Response:  Thank you for replying to our review.  We noticed the sign saying all external doors and windows needed to be closed and we did that.  The door to the patio was closed both top and bottom
There was no sensor where I had the cable so no way the AC was an issue due to that.    Please take my concerns to heart and do better.  You definitely have an eye for internal design.  I hope this review will help others decide on this place.",negative,place stayed not dangerous main bedroom door not work unlockable outside door insecure main door broken people could see inside clean modern response thank review sign saying external closed door patio closed top bottom sensor cable way issue due please take heart better definitely eye internal design hope review help decide place,"['place', 'stayed', 'not', 'dangerous', 'main', 'bedroom', 'door', 'not', 'work', 'unlockable', 'outside', 'door', 'insecure', 'main', 'door', 'broken', 'people', 'could', 'see', 'inside', 'clean', 'modern', 'response', 'thank', 'review', 'sign', 'saying', 'external', 'closed', 'door', 'patio', 'closed', 'top', 'bottom', 'sensor', 'cable', 'way', 'issue', 'due', 'please', 'take', 'heart', 'better', 'definitely', 'eye', 'internal', 'design', 'hope', 'review', 'help', 'decide', 'place']",<FreqDist with 44 samples and 52 outcomes>
4618,2,"I was very disappointed with management this time.
+ perfect location, room looked clean till I found next day not my hair on the bed sheet
- not flexible with check in time. No one will inform you if it’s ready before 15:00 and where you can leave your luggage before or after your stay
No one is there, no reception as they call themself like apartment ( with pretty much hotel price).
6.09 no electricity from 6:30 in the morning. No a/c ( so we woke up directly), no opportunity to make warm formula for my 5 month baby . All day I been contacting them and saying that it’s very important for me as I have to feed my baby. No conditions for comfortable day sleeps as well. They couldn’t help and put the blame to providers and couldn’t answer when finally we will get electricity. They said approximately around 14:00.
At 16:53 they texted me for the first time with info that there is an issue ( thank you, I am very aware about it).
As still it was no information if it is coming at all this day, no help from their side ( like hot water, or anything). We left to another hotel at 18:00. No more patient, I count see how my daughter is sweating.

They said that they got electricity like 18:30 ( if it’s true). Also there was a message that they couldn’t assist and bring me hot water or smth. Guys, if you want to assist and provide a good service you could find a way, you could apologize and order a coffee to your guest ( as long as I didn’t even touch you complimentary capsules and been not able to use coffee machine) and just hot water from any coffee shop near by ( I could put it in my thermos). You prefer not to do anything, and only write you polite messages which doesn’t help me. If you are interested to help - you do your best and take responsibility. In the end 0 euro has been refunded. Anything
👏Μπράβο σας",negative,disappointed management time perfect location room clean till found next day not hair bed sheet not flexible check time one inform ready leave luggage stay one reception call like apartment pretty much hotel price electricity morning woke directly opportunity make warm formula month baby day saying important feed baby comfortable day well help put blame answer finally get electricity said approximately around first time issue thank aware still information coming day help side like hot water anything left another hotel patient count see daughter sweating said got electricity like true also message assist bring hot water want assist provide good service could find way could apologize order coffee guest long even touch complimentary not able use coffee machine hot water coffee shop near could put thermos prefer not anything write polite help interested help best take responsibility end anything,"['disappointed', 'management', 'time', 'perfect', 'location', 'room', 'clean', 'till', 'found', 'next', 'day', 'not', 'hair', 'bed', 'sheet', 'not', 'flexible', 'check', 'time', 'one', 'inform', 'ready', 'leave', 'luggage', 'stay', 'one', 'reception', 'call', 'like', 'apartment', 'pretty', 'much', 'hotel', 'price', 'electricity', 'morning', 'woke', 'directly', 'opportunity', 'make', 'warm', 'formula', 'month', 'baby', 'day', 'saying', 'important', 'feed', 'baby', 'comfortable', 'day', 'well', 'help', 'put', 'blame', 'answer', 'finally', 'get', 'electricity', 'said', 'approximately', 'around', 'first', 'time', 'issue', 'thank', 'aware', 'still', 'information', 'coming', 'day', 'help', 'side', 'like', 'hot', 'water', 'anything', 'left', 'another', 'hotel', 'patient', 'count', 'see', 'daughter', 'sweating', 'said', 'got', 'electricity', 'like', 'true', 'also', 'message', 'assist', 'bring', 'hot', 'water', 'want', 'assist', 'provide', 'good', 'service', 'could', 'find', 'way', 'could', 'apologize', 'order', 'coffee', 'guest', 'long', 'even', 'touch', 'complimentary', 'not', 'able', 'use', 'coffee', 'machine', 'hot', 'water', 'coffee', 'shop', 'near', 'could', 'put', 'thermos', 'prefer', 'not', 'anything', 'write', 'polite', 'help', 'interested', 'help', 'best', 'take', 'responsibility', 'end', 'anything']",<FreqDist with 108 samples and 139 outcomes>
4620,5,Wonderful place to stay.  Great service.  Will stay here next time. Great location.,positive,wonderful place stay great service stay next time great location,"['wonderful', 'place', 'stay', 'great', 'service', 'stay', 'next', 'time', 'great', 'location']",<FreqDist with 8 samples and 10 outcomes>
4623,5,yummy,positive,yummy,['yummy'],<FreqDist with 1 samples and 1 outcomes>
4626,5,"The hotel went above and beyond by offering all necessary amenities, including a toothbrush and toothpaste.",positive,hotel went beyond offering necessary toothbrush,"['hotel', 'went', 'beyond', 'offering', 'necessary', 'toothbrush']",<FreqDist with 6 samples and 6 outcomes>
4628,5,"The best place for a short trip stay in Athens. Great location, central but in a quiet street. Comfortable bed and very clean space.",positive,best place short trip stay great location central quiet street comfortable bed clean space,"['best', 'place', 'short', 'trip', 'stay', 'great', 'location', 'central', 'quiet', 'street', 'comfortable', 'bed', 'clean', 'space']",<FreqDist with 14 samples and 14 outcomes>
4632,2,"June 2023
A nice enough apartment centrally located and convenient. Perhaps a bit on the cramped side but the rooftop terrace view of the Acropolis was incredible. The owner Sylvia seemed tired and stressed though and wasn't particularly friendly or as helpful as previously described. This took a lot of the gloss off the experience. One hopes Sylvia recovers her joie de vivre.
The other issue was bedbugs. More attention needs to be paid to this and unfortunately more fumigation is necessary. My wife was heavily bitten and I killed two of the little beasts myself.

July 2024
Sylvia suggests in her response to this review that the bites could have come from mosquitoes or other insects. Unfortunately this is not the case. As I mentioned I was able to kill two of them and positively identify them as bedbugs. It is reassuring to read that further fumigation was carried out.",negative,june nice enough apartment centrally convenient perhaps bit cramped side terrace view acropolis incredible owner tired though particularly friendly helpful previously took lot gloss experience one de issue attention need unfortunately fumigation necessary wife heavily bitten two little response review could come unfortunately not case able kill two positively identify reassuring read fumigation carried,"['june', 'nice', 'enough', 'apartment', 'centrally', 'convenient', 'perhaps', 'bit', 'cramped', 'side', 'terrace', 'view', 'acropolis', 'incredible', 'owner', 'tired', 'though', 'particularly', 'friendly', 'helpful', 'previously', 'took', 'lot', 'gloss', 'experience', 'one', 'de', 'issue', 'attention', 'need', 'unfortunately', 'fumigation', 'necessary', 'wife', 'heavily', 'bitten', 'two', 'little', 'response', 'review', 'could', 'come', 'unfortunately', 'not', 'case', 'able', 'kill', 'two', 'positively', 'identify', 'reassuring', 'read', 'fumigation', 'carried']",<FreqDist with 51 samples and 54 outcomes>
4638,2,We cancelled our stay well ahead of time but they still billed us after cancellation. refund was very long process and lost money in exchange fees.,negative,stay well ahead time still billed u cancellation refund long process lost money exchange,"['stay', 'well', 'ahead', 'time', 'still', 'billed', 'u', 'cancellation', 'refund', 'long', 'process', 'lost', 'money', 'exchange']",<FreqDist with 14 samples and 14 outcomes>
4644,5,"The best place to live in Athens.

Amazing rooms - amazing staff.

Kind Regards,

Theodoros",positive,best place live amazing amazing staff kind,"['best', 'place', 'live', 'amazing', 'amazing', 'staff', 'kind']",<FreqDist with 6 samples and 7 outcomes>
4648,5,"Highly recommended. The rooms are glamorous, high end finishes, yet homely. With amazing views on the Acropolis. Easy access to all of Athens, and close to the hottest club in town if you want to party the night away. But what makes this place really special is the care and service provided by Giorgios….in one word: WOW! (and I recognize I’m not an easy person 🙈).

We already booked our next stay at The One, can’t wait to be back ❤️❤️❤️",positive,highly glamorous high end yet homely amazing acropolis easy access close club town want party night away place really special care service provided one word wow recognize not easy person already booked next stay one wait back,"['highly', 'glamorous', 'high', 'end', 'yet', 'homely', 'amazing', 'acropolis', 'easy', 'access', 'close', 'club', 'town', 'want', 'party', 'night', 'away', 'place', 'really', 'special', 'care', 'service', 'provided', 'one', 'word', 'wow', 'recognize', 'not', 'easy', 'person', 'already', 'booked', 'next', 'stay', 'one', 'wait', 'back']",<FreqDist with 35 samples and 37 outcomes>
4651,5,The place lives up to the hype. Rooms are clean and spacious as displayed in photos. We travel a lot and George and the entire staff are the best ever. Very accommodating and make you feel at home. We will definitely return.,positive,place clean spacious displayed travel lot entire staff best ever accommodating make feel home definitely return,"['place', 'clean', 'spacious', 'displayed', 'travel', 'lot', 'entire', 'staff', 'best', 'ever', 'accommodating', 'make', 'feel', 'home', 'definitely', 'return']",<FreqDist with 16 samples and 16 outcomes>
4658,5,"Simply incredible!  I highly recommend Ma Maison Acropolis for its comfort, beautiful views, perfect location and gracious hosts. I just wanted to stay longer!",positive,simply incredible highly recommend acropolis comfort beautiful perfect location gracious stay longer,"['simply', 'incredible', 'highly', 'recommend', 'acropolis', 'comfort', 'beautiful', 'perfect', 'location', 'gracious', 'stay', 'longer']",<FreqDist with 12 samples and 12 outcomes>
4662,1,"What an horrible experience… The manager’s communications skills are lacking, to say the least. More importantly, our booking was cancelled by the manager before the agreed upon meeting time at the property. No calls, no messages. Just a closed door after a 8 hrs flight. There are great hotels in Athens, anyone of them is a better than this one.",negative,horrible manager say least importantly booking manager agreed upon meeting time property closed door flight great anyone better one,"['horrible', 'manager', 'say', 'least', 'importantly', 'booking', 'manager', 'agreed', 'upon', 'meeting', 'time', 'property', 'closed', 'door', 'flight', 'great', 'anyone', 'better', 'one']",<FreqDist with 18 samples and 19 outcomes>
4694,5,"Awesome location only 12 -14 minutes walk from the Acropolis and all the cafes and tourist shops near the Acropolis. It is away from the hustle and bustle of central Athens but close enough to the city centre. The rooms are clean - with complementary slippers , snacks and coffee pods. We had a room with a kitchen which was awesome . And the views from the roof top were just gorgeous of the Acropolis. So you can enjoy a swim in the plunge pool and watch the sunset come across the Acropolis. Pic attached of roof top view. Air con was awesome. Reception was lovely and nothing was ever too difficult.",positive,awesome location walk acropolis tourist near acropolis away hustle bustle central close enough city clean complementary coffee room kitchen awesome roof top gorgeous acropolis enjoy swim plunge pool watch sunset come across acropolis pic attached roof top view air con awesome reception lovely nothing ever difficult,"['awesome', 'location', 'walk', 'acropolis', 'tourist', 'near', 'acropolis', 'away', 'hustle', 'bustle', 'central', 'close', 'enough', 'city', 'clean', 'complementary', 'coffee', 'room', 'kitchen', 'awesome', 'roof', 'top', 'gorgeous', 'acropolis', 'enjoy', 'swim', 'plunge', 'pool', 'watch', 'sunset', 'come', 'across', 'acropolis', 'pic', 'attached', 'roof', 'top', 'view', 'air', 'con', 'awesome', 'reception', 'lovely', 'nothing', 'ever', 'difficult']",<FreqDist with 39 samples and 46 outcomes>
4697,5,Perfect hotel for a weekend in Athens. Very nice room and amazing view from rooftop with small swimming pool. Main attractions within walking distance,positive,perfect hotel weekend nice room amazing view small swimming pool main within walking distance,"['perfect', 'hotel', 'weekend', 'nice', 'room', 'amazing', 'view', 'small', 'swimming', 'pool', 'main', 'within', 'walking', 'distance']",<FreqDist with 14 samples and 14 outcomes>
4701,5,Nice n comfort stay,positive,nice n comfort stay,"['nice', 'n', 'comfort', 'stay']",<FreqDist with 4 samples and 4 outcomes>
4705,5,So clean and cosy studio at one of the hot spots of Athens!,positive,clean cosy studio one hot,"['clean', 'cosy', 'studio', 'one', 'hot']",<FreqDist with 5 samples and 5 outcomes>
4708,5,"Very beautiful, well-kept, very clean and aesthetically pleasing space in the center of Pagratio. The hosts are excellent, very friendly, pleasant, and with immediate response.",positive,beautiful clean aesthetically pleasing space center excellent friendly pleasant immediate response,"['beautiful', 'clean', 'aesthetically', 'pleasing', 'space', 'center', 'excellent', 'friendly', 'pleasant', 'immediate', 'response']",<FreqDist with 11 samples and 11 outcomes>
4719,1,"Prices jumped while booking, pictures aren't what you get, no one is there to show you around they just leave the key somewhere.

Untill I walked in I was sure we are going to be alone in the apartment but it's shared kitchen and bathroom

Didn't liked it",negative,booking get one show around leave key somewhere untill sure going alone apartment kitchen bathroom,"['booking', 'get', 'one', 'show', 'around', 'leave', 'key', 'somewhere', 'untill', 'sure', 'going', 'alone', 'apartment', 'kitchen', 'bathroom']",<FreqDist with 15 samples and 15 outcomes>
4720,5,"Cosy place in the peaceful part of Athens. Very comfortable check-in, check out. Close to public transport. Quiet, I didn't really hear and meet the neighbors. There are number of little cafes, boulangeries and restaurants in the neighborhood.",positive,cosy place peaceful part comfortable check close public transport quiet really hear meet number little neighborhood,"['cosy', 'place', 'peaceful', 'part', 'comfortable', 'check', 'close', 'public', 'transport', 'quiet', 'really', 'hear', 'meet', 'number', 'little', 'neighborhood']",<FreqDist with 16 samples and 16 outcomes>
